OrderID,Date,Product,Category,Region,City,Units,UnitPrice,Amount
100933,2025-05-21,Jeans,Fashion,Punjab,Lahore,1,3213.0,3213.0
100580,2025-02-24,Sneakers,Fashion,Punjab,Faisalabad,1,5868.0,5868.0
102120,2025-12-07,Lawn Suit,Fashion,Sindh,Sukkur,2,4379.0,8758.0
102309,2025-12-01,Sugar 10kg,Grocery,Punjab,Faisalabad,5,1419.0,7095.0
102567,2025-05-03,Basmati Rice 5kg,Grocery,Sindh,Karachi,3,2057.0,6171.0
102130,2025-01-12,Kurta,Fashion,Sindh,Sukkur,3,2658.0,7974.0
100150,2025-11-19,Sneakers,Fashion,Punjab,Faisalabad,1,5076.0,5076.0
102040,2025-09-24,Sneakers,Fashion,Sindh,Karachi,5,5665.0,28325.0
100372,2025-04-10,LED TV 43in,Electronics,Punjab,Rawalpindi,3,66653.0,199959.0
101682,2025-06-15,Bluetooth Speaker,Electronics,Islamabad,Islamabad,2,6742.0,13484.0
102408,2025-11-07,Wall Clock,Home,Punjab,Faisalabad,4,1472.0,5888.0
101273,2025-04-17,Smartphone,Electronics,Punjab,Rawalpindi,3,47421.0,142263.0
100889,2025-09-06,Lawn Suit,Fashion,Balochistan,Gwadar,1,4518.0,4518.0
102258,2025-12-27,Kurta,Fashion,Punjab,Faisalabad,3,2494.0,7482.0
101119,2025-08-07,Basmati Rice 5kg,Grocery,Punjab,Multan,6,2357.0,14142.0
100267,2025-03-22,Laptop,Electronics,Punjab,Faisalabad,5,113028.0,565140.0
102569,2025-07-05,Cookware Set,Home,Sindh,Hyderabad,4,8874.0,35496.0
102006,2025-10-06,Sneakers,Fashion,Punjab,Rawalpindi,3,5589.0,16767.0
101096,2025-12-16,Sneakers,Fashion,KPK,Abbottabad,7,5822.0,40754.0
101429,2025-03-10,Sugar 10kg,Grocery,Punjab,Rawalpindi,3,1317.0,3951.0
100596,2025-06-07,Wall Clock,Home,Punjab,Rawalpindi,1,1486.0,1486.0
100340,2025-01-19,Cookware Set,Home,Punjab,Lahore,4,8848.0,35392.0
102536,2025-06-21,Jeans,Fashion,Punjab,Faisalabad,1,2942.0,2942.0
101782,2025-02-13,Basmati Rice 5kg,Grocery,Punjab,Rawalpindi,1,2198.0,2198.0
102055,2025-12-23,Bluetooth Speaker,Electronics,Sindh,Hyderabad,3,6417.0,19251.0
100806,2025-03-06,LED TV 43in,Electronics,Sindh,Hyderabad,3,67823.0,203469.0
100658,2025-07-05,Sneakers,Fashion,Islamabad,Islamabad,1,5797.0,5797.0
100395,2025-04-20,Tea 950g,Grocery,Sindh,Hyderabad,2,1279.0,2558.0
102342,2025-08-27,Tea 950g,Grocery,Punjab,Lahore,1,1378.0,1378.0
101880,2025-07-11,Jeans,Fashion,Sindh,Hyderabad,1,3301.0,3301.0
100356,2025-09-01,Sugar 10kg,Grocery,Punjab,Multan,3,1427.0,4281.0
101967,2025-08-07,Cookware Set,Home,Punjab,Multan,3,8649.0,25947.0
102215,2025-11-21,Wheat Flour 20kg,Grocery,Punjab,Rawalpindi,1,2733.0,2733.0
101330,2025-08-10,Lawn Suit,Fashion,Punjab,Faisalabad,1,4916.0,4916.0
102474,2025-06-17,Bed Sheet Set,Home,Sindh,Sukkur,2,3932.0,7864.0
100716,2025-07-24,Smartphone,Electronics,Punjab,Faisalabad,1,43025.0,43025.0
102068,2025-12-11,Bed Sheet Set,Home,Islamabad,Islamabad,1,3678.0,3678.0
100590,2025-07-21,Lawn Suit,Fashion,Punjab,Multan,1,4939.0,4939.0
100694,2025-05-06,LED TV 43in,Electronics,Punjab,Faisalabad,3,71711.0,215133.0
100453,2025-03-30,Cooking Oil 5L,Grocery,Punjab,Lahore,4,2846.0,11384.0
100089,2025-09-05,LED TV 43in,Electronics,Punjab,Multan,4,63904.0,255616.0
102221,2025-11-01,LED TV 43in,Electronics,Islamabad,Islamabad,8,56952.0,455616.0
101831,2025-09-23,Sneakers,Fashion,Balochistan,Quetta,2,5426.0,10852.0
100017,2025-04-20,Smartphone,Electronics,Punjab,Rawalpindi,3,41691.0,125073.0
102170,2025-03-21,Smartphone,Electronics,KPK,Abbottabad,2,42887.0,85774.0
101875,2025-07-07,Power Bank,Electronics,Balochistan,Gwadar,1,3441.0,3441.0
100512,2025-03-28,Cooking Oil 5L,Grocery,Islamabad,Islamabad,2,2653.0,5306.0
100997,2025-05-09,Kurta,Fashion,Sindh,Sukkur,3,2413.0,7239.0
100517,2025-07-18,Basmati Rice 5kg,Grocery,Sindh,Hyderabad,2,2209.0,4418.0
102272,2025-03-13,Electric Kettle,Home,Punjab,Rawalpindi,3,2959.0,8877.0
100602,2025-02-24,Lawn Suit,Fashion,KPK,Peshawar,2,4555.0,9110.0
100727,2025-10-02,Wall Clock,Home,Sindh,Hyderabad,1,1495.0,1495.0
101423,2025-09-28,Laptop,Electronics,KPK,Mardan,1,121489.0,121489.0
101651,2025-11-26,Tea 950g,Grocery,Islamabad,Islamabad,5,1247.0,6235.0
101890,2025-09-05,Power Bank,Electronics,Islamabad,Islamabad,1,3439.0,3439.0
100690,2025-03-31,Laptop,Electronics,Punjab,Faisalabad,3,128974.0,386922.0
100735,2025-01-12,Laptop,Electronics,Sindh,Sukkur,1,118886.0,118886.0
101471,2025-06-24,Sneakers,Fashion,Punjab,Multan,2,5512.0,11024.0
100270,2025-11-04,Power Bank,Electronics,Sindh,Karachi,3,3529.0,10587.0
100474,2025-11-28,Kurta,Fashion,KPK,Abbottabad,6,2709.0,16254.0
101467,2025-12-24,Lawn Suit,Fashion,Sindh,Hyderabad,5,4570.0,22850.0
100002,2025-07-22,Kurta,Fashion,Punjab,Lahore,1,2610.0,2610.0
101286,2025-07-26,Laptop,Electronics,Islamabad,Islamabad,4,125258.0,501032.0
101058,2025-10-31,Bed Sheet Set,Home,Sindh,Karachi,2,4095.0,8190.0
100568,2025-05-26,Bluetooth Speaker,Electronics,Punjab,Lahore,4,6371.0,25484.0
101697,2025-02-04,Jeans,Fashion,Sindh,Hyderabad,5,3216.0,16080.0
102305,2025-02-25,LED TV 43in,Electronics,Islamabad,Islamabad,1,58384.0,58384.0
100259,2025-06-30,LED TV 43in,Electronics,Balochistan,Gwadar,2,59715.0,119430.0
100115,2025-11-10,Basmati Rice 5kg,Grocery,Punjab,Multan,3,2203.0,6609.0
100768,2025-11-24,Wall Clock,Home,Punjab,Faisalabad,3,1420.0,4260.0
102037,2025-03-19,Bed Sheet Set,Home,KPK,Peshawar,5,3765.0,18825.0
102382,2025-08-10,Lawn Suit,Fashion,Islamabad,Islamabad,1,4553.0,4553.0
102211,2025-03-08,Bed Sheet Set,Home,KPK,Abbottabad,2,3555.0,7110.0
102003,2025-04-19,Electric Kettle,Home,KPK,Peshawar,5,3114.0,15570.0
102162,2025-11-25,Kurta,Fashion,Balochistan,Quetta,1,2295.0,2295.0
100000,2025-11-10,Bluetooth Speaker,Electronics,Sindh,Hyderabad,1,6077.0,6077.0
100037,2025-10-30,LED TV 43in,Electronics,Punjab,Rawalpindi,3,64684.0,194052.0
102077,2025-09-25,Jeans,Fashion,Sindh,Hyderabad,3,3043.0,9129.0
100715,2025-06-13,Cookware Set,Home,Punjab,Rawalpindi,1,8393.0,8393.0
101075,2025-04-06,Sugar 10kg,Grocery,Punjab,Faisalabad,5,1362.0,6810.0
102101,2025-11-23,Jeans,Fashion,Sindh,Sukkur,1,2881.0,2881.0
100762,2025-11-17,Lawn Suit,Fashion,Sindh,Karachi,2,4522.0,
102585,2025-02-09,Lawn Suit,Fashion,Punjab,Lahore,1,4456.0,4456.0
101028,2025-07-03,Jeans,Fashion,Punjab,Rawalpindi,1,3197.0,3197.0
100094,2025-02-26,Lawn Suit,Fashion,Islamabad,Islamabad,2,4462.0,8924.0
100278,2025-06-15,Power Bank,Electronics,Punjab,Lahore,2,3811.0,7622.0
101589,2025-08-22,Lawn Suit,Fashion,Punjab,Faisalabad,1,4493.0,4493.0
100058,2025-10-20,Smartphone,Electronics,Sindh,Sukkur,2,46686.0,93372.0
100464,2025-12-31,Wall Clock,Home,Sindh,Karachi,1,1537.0,1537.0
100835,2025-02-09,Jeans,Fashion,Sindh,Sukkur,2,3368.0,6736.0
100419,2025-04-02,Bed Sheet Set,Home,Punjab,Lahore,4,4001.0,16004.0
101125,2025-09-22,Wheat Flour 20kg,Grocery,Sindh,Sukkur,1,2541.0,2541.0
100196,2025-08-17,Wall Clock,Home,Islamabad,Islamabad,1,1667.0,1667.0
100717,2025-02-20,Tea 950g,Grocery,Sindh,Sukkur,1,1295.0,1295.0
101808,2025-03-25,Cookware Set,Home,Sindh,Sukkur,4,7213.0,28852.0
101240,2025-05-22,Bluetooth Speaker,Electronics,Punjab,Faisalabad,6,6978.0,41868.0
100983,2025-12-15,Bluetooth Speaker,Electronics,KPK,Mardan,1,6103.0,6103.0
101925,2025-04-25,Cooking Oil 5L,Grocery,Punjab,Faisalabad,3,2795.0,8385.0
100666,2025-12-02,Electric Kettle,Home,Sindh,Karachi,3,3227.0,9681.0
101577,2025-07-01,Cookware Set,Home,Punjab,Faisalabad,1,8980.0,8980.0
101881,2025-11-13,Lawn Suit,Fashion,Islamabad,Islamabad,2,4108.0,8216.0
101257,2025-06-27,Wheat Flour 20kg,Grocery,Balochistan,Quetta,2,2647.0,5294.0
100362,2025-05-24,Wheat Flour 20kg,Grocery,Punjab,Multan,1,2471.0,2471.0
101845,2025-12-02,Electric Kettle,Home,Sindh,Karachi,2,3199.0,6398.0
100396,2025-02-25,Cookware Set,Home,Sindh,Karachi,1,9108.0,9108.0
101871,2025-02-16,Jeans,Fashion,Punjab,Faisalabad,1,3422.0,3422.0
100170,2025-05-29,Bed Sheet Set,Home,Sindh,Karachi,5,3900.0,19500.0
100034,2025-12-17,Sneakers,Fashion,KPK,Mardan,1,5594.0,5594.0
100789,2025-12-20,Cookware Set,Home,Balochistan,Quetta,1,8454.0,8454.0
100325,2025-12-27,Smartphone,Electronics,KPK,Peshawar,1,47361.0,47361.0
101721,2025-05-28,LED TV 43in,Electronics,Sindh,Karachi,4,65434.0,261736.0
102081,2025-05-08,LED TV 43in,Electronics,Punjab,Lahore,1,61591.0,61591.0
102587,2025-01-27,Wheat Flour 20kg,Grocery,Sindh,Karachi,2,2532.0,5064.0
100527,2025-09-02,Smartphone,Electronics,Sindh,Karachi,1,48041.0,48041.0
100977,2025-02-23,Wall Clock,Home,Punjab,Faisalabad,6,1438.0,8628.0
101531,2025-03-24,Power Bank,Electronics,Sindh,Karachi,1,3327.0,3327.0
100206,2025-09-23,Tea 950g,Grocery,Islamabad,Islamabad,1,1409.0,1409.0
101553,2025-07-05,Laptop,Electronics,Sindh,Hyderabad,1,122792.0,122792.0
102541,2025-03-09,Jeans,Fashion,Punjab,Multan,2,3114.0,6228.0
100479,2025-11-04,Jeans,Fashion,Islamabad,Islamabad,3,3147.0,9441.0
102547,2025-05-03,Sugar 10kg,Grocery,Punjab,Faisalabad,3,1360.0,4080.0
100576,2025-10-28,Bluetooth Speaker,Electronics,Punjab,Faisalabad,2,6614.0,13228.0
102023,2025-08-22,Power Bank,Electronics,Sindh,Hyderabad,1,3244.0,3244.0
101771,2025-02-13,Cooking Oil 5L,Grocery,Punjab,Multan,3,3010.0,9030.0
101992,2025-05-12,Wheat Flour 20kg,Grocery,Punjab,Faisalabad,2,2738.0,5476.0
100632,2025-04-10,Basmati Rice 5kg,Grocery,Punjab,Faisalabad,3,2123.0,6369.0
101727,2025-09-21,Wall Clock,Home,KPK,Peshawar,3,1523.0,4569.0
