TransactionID,CustomerID,Date,Amount
902913,5149,2025-05-10,3167.0
902104,5077,2025-05-24,11768.0
903410,5196,2025-04-14,3693.0
904815,5468,2025-05-26,1535.0
900592,5021,2025-03-07,14041.0
902652,5123,2025-09-13,6857.0
900332,5012,2025-07-04,13650.0
901471,5053,2025-02-12,15365.0
903335,5190,2025-07-20,6256.0
902505,5108,2025-02-20,3947.0
900282,5010,2025-10-29,10799.0
903520,5206,2025-01-13,5129.0
904336,5350,2025-07-12,3859.0
904812,5467,2025-09-18,2560.0
901774,5063,2025-10-05,8293.0
903387,5194,2025-07-26,4275.0
900570,5021,2025-03-16,16050.0
900522,5019,2025-07-08,8432.0
900812,5030,2025-09-15,15894.0
901074,5040,2025-05-02,18891.0
901205,5044,2025-08-15,12509.0
901033,5038,2025-11-09,15931.0
904316,5344,2025-05-25,3078.0
903011,5159,2025-05-16,5799.0
901366,5050,2025-07-23,11362.0
904295,5339,2025-07-06,2688.0
904758,5452,2025-04-24,3511.0
904233,5324,2025-07-28,3409.0
904433,5377,2025-07-31,3282.0
902660,5125,2025-11-25,6617.0
904555,5406,2025-02-01,2400.0
901523,5054,2025-05-13,8931.0
902383,5098,2025-10-04,4195.0
901891,5067,2025-01-28,10219.0
901039,5038,2025-08-04,19907.0
900280,5010,2025-10-22,14941.0
903777,5229,2025-11-03,6522.0
901568,5056,2025-11-13,19966.0
901401,5051,2025-03-19,12743.0
904259,5330,2025-06-01,3085.0
901662,5060,2025-11-02,18427.0
900286,5010,2025-09-24,17395.0
901138,5042,2025-05-23,10535.0
903026,5161,2025-05-13,4681.0
900021,5001,2025-11-09,19851.0
903686,5220,2025-07-10,6392.0
900980,5036,2025-01-22,16955.0
904024,5272,2024-11-18,2416.0
904796,5463,2025-02-23,1799.0
900347,5013,2025-07-13,16106.0
900916,5034,2025-11-13,15072.0
900810,5029,2025-05-24,9457.0
902092,5076,2025-08-21,12234.0
903040,5162,2025-04-20,3546.0
904422,5374,2025-01-27,2593.0
903163,5173,2025-03-02,4206.0
901316,5048,2025-04-20,17600.0
900941,5035,2025-06-17,15835.0
903785,5230,2025-04-12,3747.0
901209,5044,2025-06-13,17520.0
901457,5052,2025-04-26,8896.0
902510,5109,2025-10-07,3026.0
902636,5122,2025-11-21,7077.0
901214,5045,2025-03-11,14041.0
901822,5065,2025-12-21,11045.0
902208,5082,2025-01-30,6145.0
903883,5238,2025-11-29,7182.0
900010,5001,2025-08-03,8621.0
904036,5275,2025-03-18,1605.0
903441,5199,2025-01-26,4362.0
900088,5004,2025-07-28,19151.0
900959,5035,2025-02-05,14913.0
903827,5235,2025-04-27,5108.0
902012,5073,2025-11-21,17481.0
901009,5037,2025-04-28,19927.0
903703,5222,2025-11-15,5772.0
903172,5174,2025-05-29,7911.0
900457,5016,2025-10-19,17942.0
903953,5254,2025-11-10,3403.0
904353,5356,2024-10-27,2004.0
904010,5268,2025-10-23,2464.0
901042,5039,2025-09-05,14475.0
904261,5331,2024-12-12,3644.0
904480,5388,2025-11-17,2006.0
900854,5032,2025-05-09,14057.0
900819,5030,2025-06-08,15435.0
900323,5012,2025-03-02,10928.0
900923,5034,2025-07-07,8653.0
901375,5050,2025-08-29,13621.0
904583,5413,2025-01-30,3221.0
901692,5061,2025-07-28,12934.0
904723,5444,2025-01-28,2360.0
904699,5438,2025-06-02,2758.0
900530,5019,2025-01-24,13233.0
902980,5155,2025-04-30,3413.0
901864,5066,2025-07-06,8938.0
903232,5180,2025-08-27,4711.0
903029,5161,2025-01-27,6158.0
903882,5238,2025-09-20,4469.0
903176,5175,2025-07-29,6626.0
903939,5249,2025-01-08,3362.0
901768,5063,2025-06-29,18289.0
904712,5441,2025-03-18,2067.0
904678,5433,2025-05-01,1589.0
904905,5497,2024-07-28,2657.0
900434,5015,2025-03-17,16917.0
900262,5010,2025-04-03,17274.0
904081,5285,2024-12-07,2048.0
903525,5207,2025-06-23,6031.0
904545,5404,2025-08-20,3105.0
900274,5010,2025-10-21,14755.0
900210,5008,2025-07-05,14691.0
900025,5001,2025-11-14,14383.0
903429,5198,2025-12-06,3169.0
900591,5021,2025-10-23,11361.0
902887,5146,2025-06-11,7250.0
904843,5473,2025-05-28,3271.0
903817,5234,2025-06-06,3082.0
900237,5009,2025-09-14,16181.0
900762,5028,2025-06-30,8968.0
904330,5348,2025-09-10,3685.0
904695,5437,2024-12-04,3219.0
903455,5200,2025-02-17,4891.0
903447,5199,2025-10-30,3480.0
901174,5043,2025-08-25,13290.0
902321,5091,2025-04-22,6711.0
902618,5120,2025-04-24,6735.0
902578,5116,2025-07-28,5563.0
905022,5548,2025-05-23,1618.0
900242,5009,2025-04-04,19576.0
900801,5029,2025-03-09,12157.0
901127,5042,2025-04-30,16066.0
902981,5155,2025-08-08,4610.0
901387,5050,2025-10-02,18161.0
900885,5032,2025-05-11,11899.0
901676,5060,2025-07-20,10963.0
900034,5001,2025-05-10,18790.0
900968,5035,2025-03-23,19342.0
901345,5049,2025-04-12,13571.0
900716,5026,2025-06-22,12636.0
900672,5024,2025-04-25,16727.0
901544,5055,2025-11-25,18956.0
903063,5164,2025-04-28,4790.0
900667,5024,2025-11-18,15615.0
902972,5154,2025-10-16,5025.0
902997,5157,2025-08-11,3375.0
900446,5016,2025-05-22,16124.0
904542,5403,2025-09-01,2848.0
901976,5071,2025-10-03,10829.0
902946,5152,2025-06-19,3693.0
901757,5063,2025-10-18,8393.0
903280,5185,2025-10-01,5123.0
902999,5157,2025-12-02,6202.0
901867,5066,2025-12-09,14353.0
901477,5053,2025-03-07,11720.0
902245,5085,2025-10-22,6895.0
905107,5580,2024-07-24,2863.0
900921,5034,2025-07-31,13574.0
904536,5401,2025-02-03,2682.0
901628,5059,2025-12-05,19218.0
902332,5092,2025-10-19,3396.0
902466,5105,2025-09-09,3465.0
900925,5034,2025-08-24,17490.0
904324,5347,2025-03-13,3968.0
901758,5063,2025-08-06,10016.0
901966,5071,2025-03-16,19234.0
904988,5531,2024-10-30,2948.0
901709,5061,2025-07-21,14251.0
903032,5161,2025-10-28,5128.0
903406,5196,2025-04-28,5107.0
901198,5044,2025-10-04,9349.0
904476,5387,2025-05-29,1983.0
900568,5021,2025-06-09,17748.0
903003,5158,2025-10-10,5985.0
901082,5041,2025-10-28,11126.0
902651,5123,2025-09-08,7786.0
901735,5062,2025-03-21,10549.0
901328,5049,2025-04-27,9071.0
902393,5098,2025-01-21,5415.0
904490,5390,2025-04-20,2760.0
901505,5054,2025-03-19,10962.0
902056,5075,2025-11-08,18881.0
904544,5403,2025-05-02,3796.0
905136,5593,2025-04-18,1381.0
901279,5047,2025-09-07,11113.0
901231,5046,2025-03-05,18617.0
902661,5125,2025-03-30,7483.0
901371,5050,2025-06-28,8385.0
903662,5218,2025-01-01,4066.0
904757,5451,2025-03-29,3938.0
902151,5079,2025-03-04,18626.0
901130,5042,2025-04-18,8768.0
904660,5429,2025-06-18,3682.0
902951,5152,2025-05-14,4592.0
902904,5148,2025-06-20,3065.0
904065,5282,2025-03-19,3611.0
903116,5168,2025-11-11,5964.0
900351,5013,2025-11-20,18647.0
901817,5065,2025-05-24,13460.0
900642,5023,2025-05-26,16235.0
900532,5019,2025-12-02,12620.0
900368,5013,2025-11-22,13087.0
901922,5068,2025-03-22,16851.0
904260,5331,2025-06-26,2270.0
903030,5161,2025-09-25,4864.0
903189,5176,2025-06-28,7506.0
901372,5050,2025-02-11,9531.0
901725,5062,2025-06-06,12123.0
900529,5019,2025-11-15,16644.0
901795,5064,2025-05-07,16878.0
903028,5161,2025-06-30,5960.0
903424,5197,2025-01-24,7228.0
904059,5281,2025-02-25,3195.0
902326,5091,2025-10-30,3946.0
902144,5079,2025-04-16,9998.0
902336,5092,2025-10-15,4335.0
904475,5387,2024-10-08,1697.0
900419,5015,2025-03-06,18741.0
904556,5407,2025-03-05,2558.0
902747,5134,2025-06-21,7353.0
903626,5215,2025-02-01,3895.0
901177,5043,2025-07-23,17517.0
904851,5475,2025-05-15,2837.0
900671,5024,2025-07-06,18338.0
901542,5055,2025-07-14,9999.0
902074,5075,2025-11-01,19267.0
904942,5513,2025-02-22,2970.0
901984,5072,2025-05-04,19356.0
904849,5475,2025-04-05,1892.0
904143,5301,2024-11-05,2715.0
904421,5374,2025-07-06,2275.0
901936,5069,2025-01-27,14917.0
902224,5083,2025-07-08,6921.0
902404,5099,2025-05-22,3388.0
905009,5543,2025-05-12,2478.0
903269,5184,2025-03-01,4185.0
901527,5054,2025-11-19,17278.0
900030,5001,2025-11-16,18155.0
900116,5005,2025-06-26,18929.0
904547,5404,2025-05-10,2618.0
901621,5058,2025-07-11,10368.0
900159,5006,2025-11-21,10941.0
904237,5325,2024-12-08,3698.0
900539,5020,2025-08-26,17922.0
904772,5457,2025-01-05,3544.0
900018,5001,2025-11-21,12360.0
901276,5047,2025-07-31,18458.0
902823,5141,2025-11-06,4596.0
900995,5037,2025-10-09,12437.0
903621,5215,2025-08-24,5645.0
902533,5112,2025-02-22,3813.0
900452,5016,2025-03-25,11434.0
900199,5008,2025-05-18,12566.0
902741,5134,2025-03-17,5268.0
903104,5167,2025-11-01,3531.0
901213,5044,2025-07-18,15719.0
902315,5090,2025-06-27,5608.0
904912,5501,2024-09-02,1861.0
902439,5102,2025-07-12,4809.0
901029,5038,2025-01-30,15319.0
904862,5479,2025-06-01,3795.0
904042,5277,2025-01-18,1905.0
904407,5370,2025-09-19,2236.0
901407,5051,2025-07-13,9397.0
902265,5086,2025-04-27,5807.0
902160,5079,2025-11-30,18567.0
904452,5381,2025-10-20,1914.0
902417,5101,2025-04-25,7171.0
902108,5077,2025-04-09,18541.0
903820,5234,2025-04-26,3775.0
904098,5290,2025-03-25,1688.0
902405,5099,2025-06-16,5349.0
904095,5289,2025-08-21,1640.0
902694,5128,2025-04-05,6376.0
904281,5336,2025-03-01,3470.0
902931,5150,2025-04-19,6039.0
903069,5165,2025-04-16,5601.0
904064,5282,2025-05-07,3963.0
901271,5047,2025-04-04,9719.0
903309,5187,2024-12-19,3743.0
901564,5056,2025-03-27,17419.0
901121,5042,2025-05-08,16220.0
904827,5470,2025-01-24,1578.0
901101,5041,2025-10-11,15058.0
900350,5013,2025-08-27,13289.0
902382,5098,2024-12-20,5349.0
902835,5142,2025-10-10,4796.0
904292,5339,2025-02-19,2695.0
902446,5103,2025-05-28,5249.0
904794,5462,2025-09-21,2077.0
903761,5228,2025-11-16,6661.0
900677,5025,2025-08-27,12973.0
903981,5260,2025-07-12,2372.0
902259,5086,2025-09-18,3087.0
902445,5103,2025-06-08,5528.0
902808,5140,2025-10-25,3692.0
901743,5062,2025-03-11,9741.0
901169,5043,2025-03-20,10246.0
902598,5118,2025-10-30,3582.0
904212,5320,2024-11-07,3094.0
901844,5065,2025-04-26,10236.0
901359,5049,2025-05-02,8786.0
904846,5474,2025-07-04,3224.0
905123,5588,2025-07-04,1607.0
901408,5051,2025-06-30,9524.0
903216,5179,2025-10-23,4429.0
904822,5469,2025-08-28,3005.0
902190,5080,2025-04-12,15091.0
900472,5017,2025-05-16,15618.0
904551,5405,2025-07-07,3678.0
900007,5001,2025-03-20,14373.0
901417,5051,2025-08-11,16592.0
901963,5070,2025-10-28,19711.0
902995,5157,2025-02-05,3926.0
900204,5008,2025-08-23,15710.0
902099,5077,2025-03-03,19052.0
901868,5066,2025-11-21,8718.0
901156,5043,2025-03-11,8180.0
901072,5040,2025-03-09,8937.0
902671,5126,2025-11-27,3561.0
902295,5089,2025-07-24,5701.0
904151,5304,2025-03-20,2232.0
903262,5183,2025-09-18,3045.0
900545,5020,2025-10-05,18415.0
904553,5406,2025-01-19,2253.0
902688,5127,2025-11-13,5080.0
902156,5079,2025-06-19,11380.0
900602,5022,2025-04-26,9723.0
904832,5471,2025-01-29,2554.0
904458,5382,2025-06-30,3736.0
900200,5008,2025-05-02,12064.0
904355,5356,2025-03-14,3409.0
901742,5062,2025-06-30,16525.0
900778,5028,2025-02-05,15136.0
902932,5150,2025-05-06,4105.0
900880,5032,2025-07-05,17917.0
903756,5227,2025-03-27,5552.0
900851,5032,2025-12-07,11573.0
902153,5079,2025-05-26,13006.0
902833,5142,2025-06-21,3366.0
900895,5033,2025-03-08,16830.0
902251,5085,2025-02-22,7096.0
902657,5124,2025-09-26,6458.0
903043,5163,2025-11-21,4418.0
904637,5425,2024-12-19,2581.0
903748,5227,2025-08-19,4541.0
904641,5426,2025-04-07,3532.0
900016,5001,2025-09-30,18229.0
901341,5049,2025-06-09,17291.0
904358,5357,2025-03-12,2411.0
904844,5474,2024-10-26,3062.0
901204,5044,2025-11-22,13951.0
901273,5047,2025-09-06,17099.0
900535,5020,2025-11-06,8583.0
901794,5064,2025-05-06,9833.0
902853,5143,2025-03-08,7287.0
903674,5219,2025-04-25,3524.0
902824,5141,2025-11-14,6426.0
904983,5528,2024-10-15,1541.0
903018,5159,2025-03-24,3399.0
901260,5047,2025-07-11,9126.0
900686,5025,2025-04-05,16076.0
900206,5008,2025-10-21,10574.0
902097,5077,2025-11-17,10895.0
900380,5014,2025-11-26,16562.0
905114,5584,2025-02-06,2173.0
903241,5181,2025-10-14,5987.0
905040,5555,2024-07-06,1059.0
901980,5071,2025-12-23,16453.0
903138,5170,2025-06-10,5215.0
903523,5206,2025-09-18,3333.0
901565,5056,2025-01-28,15838.0
903685,5220,2025-10-29,4358.0
902024,5074,2025-10-02,18307.0
900850,5031,2025-10-05,15408.0
902015,5073,2025-05-24,12635.0
900551,5020,2025-05-08,16265.0
901947,5069,2025-04-05,16773.0
902854,5143,2025-08-27,3692.0
902100,5077,2025-03-05,16413.0
904125,5297,2025-04-21,3364.0
902453,5103,2025-10-23,5249.0
903740,5225,2025-09-15,4761.0
901587,5057,2025-11-02,15424.0
904087,5287,2025-04-12,3663.0
904348,5354,2025-07-18,2703.0
903713,5223,2025-07-17,4568.0
902665,5125,2025-04-29,4343.0
903058,5164,2025-09-13,4034.0
901732,5062,2025-12-01,14322.0
904318,5345,2025-01-29,3206.0
902964,5154,2025-09-14,4507.0
901071,5040,2025-03-27,9033.0
904560,5408,2025-07-04,2853.0
902366,5096,2025-02-13,7893.0
904086,5286,2025-03-09,2300.0
900241,5009,2025-08-01,11594.0
901202,5044,2025-06-23,8785.0
901873,5066,2025-08-14,13698.0
903559,5210,2025-05-27,6739.0
904409,5370,2025-04-29,3692.0
900230,5009,2025-09-19,16354.0
901304,5048,2025-12-04,17019.0
901885,5066,2025-10-07,14118.0
903681,5220,2025-09-24,6522.0
903654,5218,2025-09-27,4279.0
902922,5150,2025-06-18,3332.0
903808,5233,2025-08-27,3972.0
900935,5035,2025-04-29,11965.0
901999,5072,2025-05-20,8103.0
904226,5323,2025-05-06,3335.0
904444,5379,2025-04-23,2781.0
903900,5240,2025-08-10,4975.0
904362,5357,2025-07-24,1513.0
900933,5035,2025-11-04,8532.0
901603,5058,2025-01-22,9031.0
900193,5007,2025-07-07,12042.0
904936,5510,2024-11-12,2419.0
903537,5208,2025-03-23,3395.0
902825,5141,2025-07-05,4829.0
904876,5481,2025-05-02,1400.0
903935,5248,2024-09-19,3457.0
904447,5380,2025-05-12,3882.0
901615,5058,2025-08-18,18391.0
900934,5035,2025-05-23,15958.0
904284,5336,2024-11-19,3507.0
901327,5049,2025-09-29,12606.0
903917,5243,2025-03-18,3678.0
903749,5227,2025-07-06,7533.0
902958,5153,2025-07-14,6087.0
902550,5113,2025-04-01,4953.0
902787,5138,2025-06-01,4649.0
902885,5146,2025-06-10,4032.0
903822,5234,2025-03-07,4334.0
900650,5024,2025-01-16,12014.0
901578,5057,2025-03-05,19354.0
904229,5323,2025-02-07,3393.0
900023,5001,2025-03-02,17512.0
903813,5233,2025-11-04,4707.0
904073,5283,2025-04-17,1987.0
903862,5237,2025-06-28,5406.0
904363,5358,2025-07-01,1691.0
903957,5255,2024-10-25,2298.0
904255,5330,2025-07-24,3167.0
902630,5121,2025-05-03,5881.0
904019,5271,2025-08-08,3349.0
904992,5534,2024-05-14,2883.0
904500,5393,2025-09-10,3945.0
903467,5201,2025-07-18,7610.0
901741,5062,2025-01-18,9981.0
901903,5067,2025-08-24,8254.0
902238,5084,2025-10-21,3647.0
902096,5077,2025-03-10,18049.0
900438,5015,2025-01-21,18183.0
901548,5055,2025-04-06,14269.0
901625,5058,2025-09-14,13701.0
900578,5021,2025-10-11,13287.0
900558,5021,2025-12-07,10133.0
902743,5134,2025-02-19,3539.0
903513,5206,2025-04-06,6652.0
901866,5066,2025-02-21,9659.0
902210,5082,2025-07-03,4913.0
903061,5164,2025-02-05,7086.0
904937,5511,2025-02-12,1497.0
903522,5206,2025-02-04,6782.0
902841,5142,2025-05-31,5223.0
904169,5309,2025-05-29,2061.0
900900,5033,2025-05-30,16957.0
902228,5083,2025-04-01,3239.0
902438,5102,2025-11-28,7755.0
903008,5158,2025-10-27,5808.0
900874,5032,2025-07-29,16467.0
901970,5071,2025-03-21,14423.0
904056,5279,2025-06-15,1946.0
902226,5083,2025-08-27,4472.0
903437,5198,2025-06-20,5699.0
900627,5023,2025-10-08,14701.0
903349,5191,2025-05-04,3610.0
901465,5053,2025-06-07,17715.0
905129,5591,2025-01-11,1738.0
902666,5125,2025-04-13,6896.0
900837,5031,2025-05-31,16112.0
900905,5034,2025-12-21,11526.0
900425,5015,2025-06-29,8125.0
903744,5226,2025-06-08,6594.0
904907,5497,2024-08-09,2237.0
903453,5200,2025-08-29,5588.0
900499,5018,2025-09-14,11469.0
900032,5001,2025-09-09,16649.0
904166,5308,2025-06-25,2315.0
903046,5163,2025-07-27,3059.0
904708,5440,2025-02-25,2075.0
903905,5241,2025-10-16,2820.0
904595,5415,2025-05-08,2874.0
904453,5381,2025-06-05,3244.0
902544,5112,2025-05-24,4895.0
902318,5091,2025-10-22,6540.0
904416,5373,2025-07-23,2679.0
900019,5001,2025-10-31,17781.0
900448,5016,2025-12-01,12641.0
903964,5257,2025-01-04,3133.0
901507,5054,2025-08-21,13921.0
900152,5006,2025-12-17,10758.0
901861,5066,2025-11-20,10720.0
902574,5115,2025-05-02,6060.0
903230,5180,2025-04-21,5733.0
902257,5085,2025-11-10,3139.0
900763,5028,2025-08-10,8802.0
902286,5088,2025-09-27,7091.0
903001,5158,2025-08-15,3159.0
905032,5552,2025-02-10,2225.0
902420,5101,2025-11-14,4663.0
904474,5387,2025-08-13,3250.0
900661,5024,2025-09-27,8653.0
903432,5198,2025-03-31,5252.0
900534,5020,2025-01-25,12045.0
903210,5178,2025-10-19,6933.0
901705,5061,2025-12-12,13118.0
902219,5082,2025-03-22,6769.0
900978,5036,2025-04-29,8321.0
902271,5087,2025-04-12,6517.0
901843,5065,2025-04-05,11849.0
902456,5104,2025-04-25,5674.0
903706,5222,2025-03-08,7073.0
903096,5166,2025-11-18,6191.0
904979,5526,2024-07-27,1507.0
905126,5590,2024-08-25,1134.0
903218,5179,2025-11-22,4106.0
900039,5001,2025-10-10,14771.0
904327,5348,2025-09-23,2236.0
900095,5004,2025-02-12,14967.0
901669,5060,2025-03-05,19641.0
905003,5539,2024-12-30,1193.0
904063,5282,2025-11-05,2925.0
900940,5035,2025-02-20,14970.0
904881,5484,2025-01-04,1002.0
902801,5139,2025-07-30,4427.0
902206,5081,2025-10-18,5026.0
902679,5127,2025-11-26,5700.0
904894,5491,2024-10-01,1690.0
904512,5395,2025-01-10,1867.0
903636,5216,2025-03-10,7873.0
904025,5272,2025-05-13,2086.0
901687,5061,2025-04-03,12222.0
901225,5045,2025-04-01,16881.0
900381,5014,2025-06-11,17793.0
904601,5416,2025-03-06,1633.0
903526,5207,2025-02-01,3981.0
901135,5042,2025-10-31,10426.0
901230,5046,2025-11-19,11136.0
904534,5401,2025-06-13,3473.0
903052,5163,2025-11-02,6128.0
904027,5273,2025-03-18,3897.0
904756,5451,2024-12-16,2832.0
904779,5459,2025-03-04,1837.0
902220,5083,2025-10-11,5196.0
900962,5035,2025-04-29,15646.0
900967,5035,2025-06-12,11131.0
904049,5278,2025-03-10,2146.0
902551,5113,2025-01-31,5909.0
901426,5052,2025-04-22,8473.0
902878,5145,2025-06-30,3010.0
901118,5042,2025-12-03,9070.0
904050,5278,2025-06-19,1903.0
901504,5054,2025-11-13,9314.0
900309,5012,2025-03-12,10986.0
902625,5121,2025-02-06,6084.0
902299,5089,2025-07-14,7018.0
904989,5531,2024-09-19,1105.0
904201,5317,2025-03-08,1796.0
900853,5032,2025-03-05,18681.0
900780,5028,2025-10-03,11252.0
903579,5212,2025-08-08,4202.0
900455,5016,2025-04-02,19092.0
900520,5019,2025-04-30,18471.0
904967,5521,2024-06-14,1458.0
902557,5114,2025-04-30,7709.0
902520,5110,2025-10-23,7121.0
904897,5493,2024-07-07,2235.0
901869,5066,2025-11-22,9418.0
902059,5075,2025-05-12,13184.0
904002,5267,2025-05-18,1837.0
904921,5505,2025-05-03,2334.0
903855,5237,2025-02-19,4818.0
900782,5029,2025-04-01,18908.0
900849,5031,2025-03-16,17592.0
900550,5020,2025-04-14,8048.0
903067,5164,2025-02-26,6057.0
902196,5081,2025-12-19,6381.0
903317,5188,2025-10-16,5059.0
902562,5114,2025-07-09,4049.0
904952,5516,2025-02-20,2546.0
903496,5204,2025-07-23,6134.0
902513,5109,2025-06-26,7392.0
901939,5069,2025-02-03,9346.0
901141,5042,2025-09-27,12808.0
903610,5214,2025-10-10,3386.0
900313,5012,2025-01-28,14743.0
900158,5006,2025-10-10,18395.0
900196,5007,2025-03-18,19428.0
902521,5110,2025-11-20,6613.0
901317,5048,2025-07-31,9077.0
903460,5201,2025-05-23,6806.0
905048,5559,2024-07-14,2988.0
903544,5209,2025-09-12,6620.0
904652,5428,2024-12-12,3208.0
900273,5010,2025-06-20,16570.0
901660,5060,2025-11-28,10666.0
901586,5057,2025-11-10,16046.0
901622,5058,2025-09-07,10245.0
901292,5048,2025-08-04,13877.0
902903,5148,2025-08-17,5083.0
901932,5069,2025-05-09,17642.0
903560,5210,2025-07-12,6490.0
903248,5182,2025-07-28,3870.0
902832,5141,2025-11-24,6553.0
903397,5195,2025-04-07,6844.0
901562,5056,2025-12-12,19379.0
901095,5041,2025-04-06,19862.0
902039,5074,2025-05-20,15886.0
902449,5103,2025-09-05,3578.0
901362,5050,2025-09-30,16781.0
905016,5545,2025-01-04,2435.0
900376,5014,2025-06-09,10311.0
901948,5069,2025-11-18,11817.0
901239,5046,2025-06-26,16998.0
904974,5524,2025-04-13,1278.0
901630,5059,2025-04-26,13039.0
903075,5165,2025-02-13,3606.0
902119,5078,2025-08-07,13147.0
902896,5147,2025-10-16,7230.0
900984,5036,2025-11-02,11453.0
900618,5023,2025-08-02,12150.0
902379,5097,2025-05-22,4906.0
903328,5189,2025-03-13,3138.0
903490,5203,2025-02-15,5693.0
904039,5276,2025-01-25,3540.0
903481,5203,2025-06-08,3715.0
900612,5022,2025-11-06,8046.0
904033,5274,2025-08-04,3101.0
901965,5071,2025-09-16,14446.0
900699,5025,2025-06-18,16469.0
901172,5043,2025-02-07,12542.0
900188,5007,2025-05-15,9497.0
901923,5068,2025-04-28,16656.0
902934,5151,2025-10-27,5625.0
903612,5214,2025-07-13,3446.0
901445,5052,2025-09-09,10411.0
904187,5314,2025-01-15,2323.0
900129,5005,2025-05-24,10968.0
900669,5024,2025-07-05,19083.0
902974,5154,2025-02-18,4508.0
902381,5097,2025-04-24,5592.0
900378,5014,2025-05-25,8764.0
904828,5471,2025-09-23,1701.0
903778,5229,2025-10-07,4034.0
904781,5460,2025-03-04,2540.0
902774,5137,2025-07-20,3507.0
902589,5117,2025-02-12,3491.0
900293,5011,2025-01-16,18284.0
904075,5284,2025-01-17,2160.0
904410,5370,2025-07-22,1948.0
903076,5165,2025-05-18,3990.0
903263,5184,2025-09-24,7593.0
903246,5182,2025-03-18,3541.0
904068,5283,2025-08-04,3789.0
902394,5098,2025-08-20,6353.0
900387,5014,2025-11-19,17935.0
902900,5148,2025-11-04,4026.0
903085,5166,2025-08-11,7964.0
902242,5084,2025-02-02,4816.0
904533,5401,2024-12-29,2573.0
904924,5506,2024-12-16,2486.0
902140,5079,2025-08-28,17802.0
900464,5017,2025-08-03,17111.0
901377,5050,2025-06-26,13980.0
903866,5237,2025-03-15,3207.0
901022,5037,2025-03-02,11593.0
903489,5203,2025-11-03,7886.0
901188,5043,2025-04-01,17088.0
903412,5196,2025-07-31,5457.0
900247,5009,2025-03-13,8873.0
905104,5580,2024-05-15,1407.0
903233,5180,2025-04-04,3276.0
903617,5214,2025-04-17,7738.0
900139,5006,2025-04-07,17527.0
903079,5165,2025-02-17,4152.0
901800,5064,2025-02-20,18655.0
902042,5074,2025-03-29,9264.0
901639,5059,2025-04-15,14373.0
900687,5025,2025-03-01,17638.0
902317,5091,2025-01-21,3779.0
900126,5005,2025-08-10,14067.0
903683,5220,2025-08-14,4626.0
902041,5074,2025-03-13,11178.0
904394,5366,2025-01-13,1675.0
903919,5244,2025-07-19,1876.0
902010,5073,2025-12-11,10754.0
